text,target
"[116   0   0   1   0   2   0   0   3   1   0   0   0   1   1   0   0   2
   0   1   0   0   0   1   2   1   0   1   0   2   0   0   1   0   0   0
   0   0   0   0   0   0   0   0   0   1   2   0   0   0   0   0   0   0
   0   1   0   0   0   0   0   0   0   0   0   0   0   0   1   0   1   1
   0   0   0   0   0   0   0   1   0   0   0   0   0   0   1   0   0   0
   0   0   0   0   0   0   0   0   0   1   0]",3
"[113   2   0   1   1   2   0   0   0   1   1   0   0   2   0   1   0   1
   0   1   0   0   0   0   2   0   0   0   1   1   0   1   1   1   0   0
   0   0   0   0   0   1   0   0   0   0   1   0   0   0   0   0   0   4
   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   1   0   0
   0   0   0   0   0   0   4   0   0   0   0   0   1   0   0   0   0   1
   0   3   1   0   0   0   1   0   0   0   0]",1
"[97  3  0  0  3  2  0  0  0  0  2  0  0  2  0  3  0  1  0  0  0  0  1  0
  0  0  0  0  0  0  0  1  1  0  0  1  0  0  0  0  2  0  0  0  0  0  0  0
  0  0  0  0  0  1  0  1  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  1
  2  0  0  0  0]",3
"[93  8  0  0  0  0  2  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0
  1  0  0  3  0  0  0  1  0  0  0  0  0  0  0  2  0  1  1  0  0  0  0  0
  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  1  0  2  0  0  0  0  0  0  1  0  0
  0  0  0  0  0]",4
"[197  12   7   1   2   1   0   1   0   4   1   0   2   0   2   1   0   1
   0   2   0   0   2   0   0   0   1   0   0   1   1   0   0   0   0   0
   0   2   0   0   3   0   1   0   0   0   0   0   0   0   2   0   0   0
   0   0   0   0   0   0   0   0   1   0   0   0   0   0   2   0   0   0
   0   0   0   0   2   0   0   2   1   0   0   0   0   0   0   0   0   0
   1   0   0   0   0   0   0   0   0   0   3]",1
"[157   3   0   2   0   1   1   0   3   1   0   0   0   1   1   0   0   2
   1   2   0   0   0   2   0   0   0   2   0   2   0   3   0   0   0   1
   0   0   2   0   0   0   0   0   0   0   0   0   2   1   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   1   2   0   0   0   0
   0   0   0   0   0   1   2   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0]",1
"[62  1  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0
  1  0  0  0  0  0  0  1  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2
  0  0  0  0  0]",1
"[72  3  0  3  0  0  0  1  1  0  1  0  0  1  0  0  0  0  1  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  2  0  0  0  2  0  0  0  0  0  0  1  0  0
  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  1  0  1  0  0  0  0  0  6
  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  1  1  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[225  33   0   5   0   0   1   2   1   1   0   2   0   1   3   0   0   1
   0   0   0   0   1   0   0   1   0   1   0   0   0   0   0   1   0   0
   1   0   4   0   1   0   0   1   2   0   0   1   0   0   0   0   3   1
   0   0   0   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0
   1   0   0   0   1   0   0   0   0   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   1   1   2]",1
"[81  3  1  0  1  2  0  0  0  0  1  0  1  1  1  0  0  0  0  0  0  0  0  0
  1  0  0  2  0  0  0  0  0  0  0  0  0  1  0  1  0  1  0  0  0  0  1  0
  0  1  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  2  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0]",3
"[73  8  3  0  1  1  2  0  1  2  1  1  0  0  0  0  0  0  0  0  0  0  0  0
  0  1  0  0  0  1  1  0  0  0  0  0  0  0  0  1  0  5  0  0  0  2  0  0
  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0
  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",1
"[122   4   1   1   1   1   3   2   0   1   0   1   0   1   0   0   0   0
   0   0   0   0   1   0   1   2   0   1   2   0   0   1   0   1   0   0
   0   0   0   1   1   3   0   0   0   0   5   0   0   0   0   0   0   0
   0   0   0   1   0   0   2   0   0   1   0   0   0   1   0   0   0   0
   0   0   0   0   0   0   0   1   0   0   1   1   1   0   0   0   0   0
   0   0   0   1   0   0   0   0   0   0   0]",3
"[83  8  0  0  2  1  0  1  0  1  2  0  2  0  1  0  0  2  1  0  0  0  0  0
  1  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0
  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[243   5   2   2   5   3   0   0   0   5   2   0   0   0   0   0   2   0
   0   1   0   3   0   0   0   0   1   0   1   1   0   1   0   0   0   0
   0   0   0   0   1   0   2   0   0   0   0   0   1   0   1   0   0   0
   0   0   0   1   0   2   0   0   0   0   1   5   0   1   1   0   0   0
   0   0   4   0   1   0   2   0   2   0   1   0   0   0   0   2   0   0
   1   1   0   0   0   0   0   0   1   1   1]",1
"[91  6  0  2  0  2  1  1  0  1  0  3  1  0  2  0  0  0  2  0  1  0  0  0
  1  0  0  0  0  2  3  2  0  0  0  0  0  0  4  0  0  1  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  0  1  0  0  0  2  2
  0  0  0  0  1  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0
  0  1  1  0  0]",1
"[86  4  1  1  0  0  0  0  0  1  0  0  2  0  0  0  0  0  0  0  1  0  0  1
  2  0  1  2  0  2  0  0  0  0  0  0  0  2  0  0  0  2  1  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  2  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  2  0  1  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",1
"[110  16   0   2   1   0   0   2   1   2   1   0   0   1   2   0   0   1
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   1   0
   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   1   0   0   0   0   0   0   0   0   0   0]",3
"[70  1  0  1  0  0  1  0  0  0  0  0  0  2  0  0  0  0  0  0  1  0  0  2
  0  0  0  0  0  0  0  0  0  0  1  0  2  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[76  1  0  0  2  1  1  0  2  1  1  0  0  1  0  0  0  1  0  0  0  0  0  0
  0  0  1  0  0  1  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  4  0
  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  2  0  0  1  0  0  0  1  0
  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1
  0  0  0  0  0]",3
"[404  26   4   0   2   3   1   4   3   4   1   1   0   1   1   1   4   4
   2   2   0   1   4   0   0   0   1   0   1   3   0   4   0   3   0   0
   1   0   0   2   0   0   1   0   0   0   0   1   3   0   1   0   0   1
   0   0   0   1   1   0   1   0   0   0   0   0   0   3   0   1   0   0
   0   1   0   1   0   0   0   0   1   0   0   2   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   1   1   0]",1
"[93 19  0  0  2  0  1  0  1  0  1  0  0  0  0  0  0  0  0  0  1  0  0  1
  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  1  0  0  1  0  1  1  1
  1  1  0  0  0  0  0  0  1  0  1  1  0  5  0  0  0  0  0  0  0  0  0  0
  0  1  0  2  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  2  0  0  0
  0  0  0  0  0]",3
"[118   0   0   0   1   0   0   0   0   0   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0   1
   1   0   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0
   0   0   1   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   3   0   0   0   0   0   0
   0   0   0   0   0   1   1   0   0   0   0]",1
"[88  0  1  0  0  0  0  0  2  0  1  0  0  2  0  0  0  0  0  0  2  0  0  1
  0  1  0  0  0  0  0  0  1  0  0  0  2  0  1  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  1  0  2  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
  0  0  0  0  0]",3
"[89 31  0  1  0  0  0  0  2  0  0  1  0  0  0  1  0  1  0  0  3  0  0  0
  0  0  0  1  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2
  0  0  0  0  0  0  0  0  0  0  0  1  1  1  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  1  0  1  2  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0
  0  0  0  1  0]",3
"[68  3  0  0  1  1  0  0  0  0  0  0  0  1  0  0  0  1  2  0  0  0  0  3
  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  0
  0  0  0  2  0  0  0  0  0  0  0  0  0  3  0  0  0  0  5  0  0  0  0  0
  0  1  0  0  0  0  0  0  1  0  0  2  0  0  0  0  1  2  0  0  0  0  0  0
  0  0  0  0  0]",1
"[183  19   0   6   0   3   0   2   1   0   0   3   0   1   1   1   0   4
   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
   1   0   0   0   0   0   0   0   0   0   0   0   0   1   2   0   0   0
   1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
   0   1   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   1   0   0]",1
"[69  8  2  3  0  0  0  0  0  2  0  1  0  2  0  1  0  0  0  0  0  0  0  3
  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  1  1  0  1  0
  0  0  0  0  0  0  1  0  0  1  0  1  0  2  0  0  0  1  0  0  0  0  0  0
  0  1  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
  0  0  0  0  0]",3
"[135  21   3   0   1   1   1   0   0   0   0   0   0   0   0   0   1   4
   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   1   0   0
   0   0   0   0   4   0   1   0   0   0   0   0   0   0   0   1   0   0
   0   1   1   0   0   0   0   0   0   1   0   0   0   2   1   0   2   0
   0   0   1   0   5   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   1   0   0   0   0   0   0   0   0]",1
"[66  1  0  1  1  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0
  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[135   2   0   0   3   0   2   1   0   0   3   0   0   0   0   0   0   1
   0   0   0   0   1   0   0   2   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   0   0
   0   0   1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0
   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   1   0   0   0   0   0   0   0   0   0   0]",3
"[205   3   1   0   0   5   0   0   1   0   0   0   1   1   0   0   0   0
   0   0   0   7   1   0   0   0   0   0   1   3   0   0   0   0   1   1
   0   0   0   1   0   0   0   0   0   0   0   1   0   1   1   3   0   0
   0   0   0   1   0   0   0   0   0   1   9   0   1   2   0   0   0   0
   0   1   0   0   0   2   0   0   1   0   0   0   0   0   0   3   2   0
   2   0   0   0   0   0   0   0   0   0   1]",5
"[243  14   3   4   2   1   5   0   1   1   2   1   0   2   0   0   0   0
   3   4   0   3   0   0   0   0   0   0   2   0   0   0   1   3   0   2
   1   0   0   1   0   1   2   0   0   0   0   0   2   0   0   0   0   0
   0   0   0   0   0   0   1   0   0   0   1   0   0   0   0   1   1   0
   0   0   0   0   1   0   0   0   0   0   0   0   0   3   0   1   0   0
   0   0   0   0   0   0   0   0   0   0   0]",1
"[128  20   1   0   2   1   2   2   2   0   0   0   0   1   0   3   0   0
   0   2   0   0   0   0   1   1   1   1   0   0   0   0   0   0   0   0
   1   0   0   1   0   0   0   3   5   0   0   0   0   1   0   2   0   0
   0   0   1   0   1   0   0   5   0   0   0   0   1   0   0   0   0   0
   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0
   0   0   0   1   0   1   0   0   0   0   0]",3
"[100   0   1   0   0   2   3   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   1   1   0
   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   1   0   0   0   0   0   0   1   0   0   0   2   0   0   0   0
   0   0   0   0   4   0   0   0   0   1   0   0   0   0   0   1   0   0
   0   0   1   2   0   0   0   0   0   0   0]",3
"[74  5  0  2  0  1  1  0  1  0  0  0  0  0  0  4  0  0  0  0  0  0  0  0
  0  1  0  4  0  0  0  0  1  0  1  1  0  0  0  0  0  0  0  1  1  0  1  0
  0  1  0  2  0  0  0  0  1  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0
  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  1  0  0
  0  0  0  0  0]",3
"[122   9   0   2   0   3   2   1   1   0   0   1   1   0   2   0   0   0
   1   2   0   0   0   0   2   0   0   0   2   0   0   0   0   0   1   0
   0   1   0   0   0   3   1   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   0   0   0   0   0   0   0   0   0   0
   0   0   0   2   0   0   0   0   0   0   0]",1
"[136  10   0   3   1   2   0   0   0   1   1   0   4   0   0   2   0   0
   0   1   1   0   0   0   1   2   0   0   0   0   0   0   1   0   0   1
   0   5   0   1   0   3   0   0   1   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   2   0
   0   0   0   1   0   0   0   3   1   0   0   0   3   0   1   0   1   0
   0   0   0   0   0   0   0   0   0   0   0]",3
"[66  8  0  2  0  2  0  0  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  2
  0  0  0  1  0  0  0  0  0  0  2  0  2  0  1  1  0  0  1  0  1  1  0  0
  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[105   3   0   1   3   0   2   0   1   2   3   0   0   3   0   0   3   0
   0   3   0   0   0   0   1   0   1   0   3   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   1   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   1   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
   0   0   0   0   0   0   0   1   0   0   0]",1
"[137   4   0   1   0   0   1   1   0   0   0   3   0   0   2   1   0   2
   0   1   0   0   2   2   0   0   1   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   1   0
   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
   0   1   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   1   0   0   0   0   1   0   0]",1
"[146   3   0   0   2   1   3   0   0   0   1   0   0   1   0   0   0   0
   0   2   0   1   0   0   0   0   1   1   0   0   1   0   2   1   0   2
   0   0   0   1   0   1   0   0   0   1   0   0   1   0   0   0   0   0
   0   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0   0
   2   1   0   0   0   0   2   1   0   0   0   0   0   0   0   0   0   3
   0   0   0   0   0   0   0   0   0   0   0]",1
"[132   3   2   1   0   0   4   2   2   0   0   1   0   2   0   0   0   0
   0   1   0   0   2   0   1   0   0   0   1   0   0   0   0   0   1   0
   1   0   0   1   0   0   0   0   1   0   0   0   0   5   0   0   0   0
   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
   0   1   0   0   0   0   0   0   0   0   0]",5
"[333   9   0   0   2   0   1   1   0   2   0   1   0   1   1   1   0   5
   0   0   0   3   0   0   0   1   6   0   2   1   1   3   3   1   0   0
   3   4   0   0   0   0   2   0   0   0   0   0   1   1   0   0   0   0
   0   0   0   1   0   0   0   0   7   0   1   0   0   0   0   0   1   0
   2   0   0   0   0   1   0   0   0   0   0   0   0   4   2   0   0   0
   0   0   1   0   0   4   0   1   2   3   2]",1
"[121  12   0   0   2   1   1   1   1   0   1   4   0   0   0   0   5   3
   0   0   0   0   2   0   1   0   0   1   2   0   0   1   0   1   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
   0   0   0   0   0   0   0   0   0   0   0   3   0   0   1   0   0   0
   0   0   0   0   0   2   0   0   0   0   0]",1
"[78  1  0  3  1  1  0  0  0  0  1  1  0  1  0  0  0  0  0  1  0  0  0  1
  0  0  0  5  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0  1
  1  0  0  0  0]",3
"[112   6   0   3   0   1   0   0   0   2   1   4   0   0   2   0   0   0
   0   0   0   0   0   0   0   0   1   1   0   0   0   1   1   0   0   1
   0   0   0   0   0   0   0   0   0   0   0   2   0   0   0   0   0   0
   0   0   0   0   0   1   0   0   0   0   0   2   0   0   1   0   0   0
   0   0   0   0   0   1   2   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   1   0   0   0   0   0   0   0]",1
"[57  3  0  2  0  0  1  0  0  0  0  0  0  2  0  0  0  0  0  1  1  0  0  1
  1  0  0  0  0  0  0  0  0  0  2  0  0  0  0  1  0  1  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2
  0  1  0  0  0  0  0  0  0  0  2  0  1  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[68 13  0  2  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
  2  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  1  0  0  0
  0  0  0  0  2  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
  0  1  0  0  0  0  0  0  0  1  1  0  1  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",1
"[170  13   1   1   1   2   2   0   1   2   1   0   4   0   0   1   0   1
   4   1   0   0   0   0   2   0   1   1   0   2   0   2   2   0   0   1
   0   3   0   0   5   3   0   0   1   2   0   1   3   0   0   0   0   0
   0   2   0   0   1   0   2   5   0   0   0   0   4   0   0   0   1   0
   0   0   0   1   0   0   0   0   0   0   1   0   2   0   0   0   1   0
   0   0   0   0   0   1   0   0   0   0   0]",1
"[61  1  0  3  0  0  1  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  2  0
  0  0  0  0  0  0  0  0  0  0  0  1  0  0  2  0  0  0  0  0  0  1  0  0
  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
  0  0  0  0  0]",1
"[164  30   2   0   6   1   4   0   0   1   0   0   3   0   0   0   0   0
   1   2   5   0   3   0   0   0   2   0   1   0   0   0   2   0   0   0
   0   2   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0
   0   0   1   0   1   0   0   0   1   0   1   0   0   0   0   2   0   0
   0   1   0   1   0   0   1   0   2   0   0   0   1   0   0   0   0   0
   0   0   0   1   1   2   0   0   1   0   0]",5
"[232  15   3   1   1   1   1   2   1   2   3   0   0   4   2   0   0   0
   2   1   0   1   0   0   0   1   0   0   1   0   0   0   0   1   0   3
   0   0   0   0   0   0   0   0   0   0   0   0   2   3   1   1   1   0
   0   0   0   1   1   0   1   0   0   1   0   0   0   0   0   1   0   0
   0   1   0   0   2   0   1   1   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   1   0   0   1   0   0   1]",1
"[76  9  3  6  2  2  1  2  2  0  0  0  0  0  1  0  0  0  0  2  0  1  0  0
  0  0  0  0  2  0  0  0  1  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0
  1  6  0  0  0  0  0  1  1  0  0  1  2  0  0  1  0  1  0  0  0  0  0  0
  0  0  0  1  0  0  0  0  1  1  3  0  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0  0]",5
"[161   2   1   0   0   0   0   2   1   3   0   0   1   3   0   0   0   0
   1   4   0   1   3   4   0   0   0   2   0   0   2   0   1   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   1
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   0   0   0   1   0   0   0   0   0   0   0
   0   0   0   1   0   0   2   0   0   1   0]",1
"[99  6  0  1  2  1  0  0  0  0  2  0  1  0  0  0  1  0  0  0  4  0  0  2
  0  0  0  0  0  0  0  0  0  0  2  0  0  0  1  0  0  0  0  0  0  0  1  0
  0  0  0  1  0  0  0  0  0  0  2  0  0  1  0  1  0  0  0  0  0  1  0  1
  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
  0  0  0  0  0]",3
"[358  31   4   0   7   4   0   2   0   4   3   0   5   1   0   0   1   0
   0   2   0   0   2   0   0   0   1   1   0   0   0   3   2   0   1   2
   0   2   0   2   1   0   0   0   1   1   0   1   0   0   3   0   1   0
   0   2   0   1   0   1   0   0   0   0   0   0   0   0   0   1   1   0
   0   0   1   1   0   1   0   0   1   0   0   0   0   0   0   0   1   0
   0   0   0   0   1   2   0   0   0   2   0]",5
"[96  5  1  0  1  2  0  0  0  2  0  1  0  0  0  0  0  1  0  0  0  2  0  0
  0  0  0  0  0  0  2  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  1  1]",1
"[160   4   1   0   1   1   0   1   0   0   1   0   0   0   0   0   0   0
   1   0   2   2   2   0   1   0   2   1   0   0   1   0   0   6   0   0
   1   0   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0   0
   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   1   0   0   0   0   0]",1
"[173   6   6   3   0   0   1   0   0   1   0   0   0   0   1   3   0   0
   0   0   1   0   0   0   0   1   0   1   0   0   0   1   1   0   0   0
   1   0   0   0   0   2   0   0   1   0   2   0   0   0   0   0   0   0
   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0   0   1   0
   0   0   0   0   1   0   0   0   0   0   0   0   1   0   0   0   0   1
   0   0   0   0   0   0   0   0   0   0   0]",3
"[84  7  0  1  2  0  0  0  0  0  1  0  1  1  0  1  0  1  0  0  2  0  0  0
  1  0  1  0  0  1  0  0  0  0  1  0  0  1  0  0  0  0  0  1  0  0  3  0
  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  1  1  0  1  0  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  1  0  1
  0  0  0  0  0]",3
"[77  1  0  0  3  1  0  0  0  0  3  0  0  0  0  0  2  0  0  0  0  0  0  0
  0  0  0  0  1  0  0  0  0  2  0  0  1  0  0  0  0  1  2  0  0  0  3  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  3  0  0  0  0  0  0
  0  0  0  0  0]",4
"[235   9  10   5   1   0   2   0   1   0   1   0   0   0   3   0   0   0
   1   0   8   0   3   0   0   1   0   0   2   0   0   0   0   2   0   0
   0   0   3   2   0   0   1   0   0   1   0   1   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   1   0   1   0   0   0   0   1   0   0
   0   0   1   0   1   0   0   0   0   0   0   0   0   1   0   1   0   0
   0   0   0   1   0   0   0   0   0   0   0]",1
"[78  2  0  0  0  1  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2
  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  2  0  0  0  0  0
  0  0  0  0  0]",1
"[101   9   0   0   0   0   2   0   2   0   0   0   1   0   0   0   0   2
   0   1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0
   0   0   1   0   0   0   0   0   1   2   0   1   0   0   0   0   0   0
   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   2
   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   1   0   0
   0   0   0   0   0   0   0   0   0   0   0]",3
"[120   5   1   3   2   1   0   0   1   2   2   2   0   1   0   0   0   0
   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   3   0   1   0   0   0   0
   0   1   0   1   0   1   0   0   1   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   0   0   0]",4
"[114  17   0   2   2   0   0  11   2   0   0   5   0   2   0   0   0   0
   0   1   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0
   0   0   1   0   0   0   0   0   0   0   0   0   0   1   0   0   1   0
   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0]",1
